id,last
"102504","2017-07-14"
"102510","2017-07-21"
"102524","2017-06-15"
"102532","2017-07-24"
"102533","2017-07-09"
"102542","2017-06-23"
"102543","2017-06-30"
"102546","2017-05-08"
"102568","2017-07-18"
"102570","2017-07-22"
"102580","2017-03-01"
"102581","2017-02-15"
"102591","2017-05-19"
"102595","2017-03-25"
"102598","2017-03-12"
"102601","2017-07-15"
"102608","2017-04-05"
"102613","2017-07-14"
"102638","2017-06-18"
"102640","2017-04-21"
"102644","2017-07-23"
"102645","2017-07-27"
"102650","2017-06-22"
"102658","2017-06-18"
"102691","2017-07-18"
"102703","2017-07-01"
"102715","2017-07-25"
"102719","2017-07-20"
"102724","2017-04-17"
"102730","2017-03-29"
"102734","2017-03-11"
"102737","2017-03-27"
"102738","2017-06-27"
"102741","2017-07-24"
"102769","2017-04-22"
"102770","2017-06-18"
"102779","2017-07-03"
"102781","2017-07-17"
"102782","2017-07-15"
"102784","2017-07-18"
"102785","2017-03-12"
"102787","2017-05-28"
"102791","2017-07-17"
"102797","2017-05-19"
"102800","2017-07-19"
"102802","2017-07-20"
"102809","2017-07-16"
"102813","2017-07-11"
"102829","2017-07-10"
"102830","2017-06-20"
"102839","2017-02-05"
"102856","2017-07-18"
"102857","2017-06-23"
"102867","2017-03-26"
"102870","2017-06-19"
"102891","2017-07-15"
"102900","2017-06-16"
"102910","2017-07-14"
"102917","2017-06-17"
"102924","2017-02-08"
"102926","2017-07-24"
"102941","2017-04-07"
"102945","2017-06-23"
"102950","2017-07-17"
"102959","2017-04-13"
"102963","2017-06-15"
"102979","2017-07-27"
"102981","2017-02-04"
"102991","2017-06-01"
"103002","2017-06-30"
"103006","2017-05-27"
"103009","2017-07-12"
"103027","2017-07-18"
"103032","2017-07-01"
"103033","2017-05-14"
"103036","2017-03-22"
"103038","2017-07-23"
"103040","2017-07-18"
"103042","2017-06-05"
"103050","2017-05-28"
"103068","2017-04-21"
"103078","2017-03-15"
"103085","2017-04-30"
"103094","2017-03-21"
"103110","2017-05-28"
"103120","2017-07-27"
"103130","2017-04-22"
"103142","2017-07-26"
"103148","2017-06-14"
"103151","2017-06-18"
"103160","2017-06-24"
"103169","2017-04-05"
"103170","2017-07-13"
"103174","2017-06-19"
"103186","2017-06-17"
"103204","2017-05-30"
"103222","2017-05-11"
"103224","2017-03-20"
"103229","2017-03-22"
"103231","2017-07-23"
"103243","2017-03-16"
"103251","2017-07-17"
"103261","2017-04-07"
"103268","2017-07-04"
"103270","2017-06-28"
"103277","2017-07-17"
"103284","2017-07-16"
"103286","2017-05-24"
"103291","2017-06-26"
"103297","2017-05-05"
"103306","2017-07-17"
"103307","2017-07-23"
"103311","2017-07-23"
"103314","2017-07-11"
"103323","2017-07-25"
"103339","2017-07-15"
"103340","2017-06-14"
"103353","2017-03-25"
"103356","2017-05-16"
"103367","2017-06-28"
"103373","2017-05-12"
"103379","2017-07-17"
"103386","2017-05-18"
"103394","2017-03-24"
"103395","2017-05-27"
"103412","2017-03-24"
"103413","2017-06-22"
"103421","2017-06-07"
"103425","2017-03-24"
"103439","2017-06-27"
"103464","2017-06-19"
"103467","2017-06-28"
"103469","2017-04-26"
"103471","2017-06-13"
"103472","2017-07-21"
"103478","2017-06-14"
"103489","2017-05-13"
"103492","2017-05-12"
"103493","2017-05-22"
"103498","2017-05-28"
"103499","2017-03-02"
"103505","2017-07-20"
"103520","2017-07-27"
"103521","2017-03-25"
"103541","2017-05-15"
"103548","2017-07-27"
"103552","2017-06-14"
"103556","2017-04-21"
"103572","2017-06-14"
"103576","2017-04-29"
"103580","2017-03-12"
"103582","2017-07-06"
"103602","2017-06-06"
"103615","2017-05-16"
"103632","2017-05-23"
"103644","2017-05-28"
"103647","2017-07-11"
"103648","2017-03-08"
"103652","2017-05-31"
"103657","2017-06-10"
"103662","2017-03-10"
"103666","2017-07-12"
"103681","2017-06-19"
"103684","2017-06-27"
"103719","2017-06-15"
"103720","2017-07-13"
"103731","2017-06-23"
"103741","2017-06-12"
"103751","2017-06-19"
"103758","2017-07-02"
"103787","2017-07-18"
"103792","2017-02-17"
"103805","2017-06-16"
"103809","2017-05-27"
"103842","2017-03-09"
"103855","2017-07-17"
"103861","2017-07-18"
"103866","2017-05-12"
"103873","2017-06-08"
"103886","2017-04-13"
"103888","2017-03-19"
"103899","2017-04-14"
"103922","2017-06-19"
"103924","2017-04-07"
"103928","2017-05-28"
"103940","2017-02-25"
"103941","2017-06-02"
"103972","2017-04-07"
"103981","2017-03-23"
"103986","2017-07-13"
"103994","2017-07-16"
"103997","2017-03-08"
"104023","2017-03-22"
"104039","2017-07-06"
"104040","2017-05-27"
"104060","2017-06-27"
"104083","2017-03-31"
"104085","2017-05-01"
"104090","2017-07-12"
"104099","2017-06-09"
"104101","2017-05-13"
"104102","2017-03-25"
"104106","2017-07-26"
"104120","2017-07-24"
"104136","2017-06-25"
"104138","2017-07-09"
"104148","2017-06-29"
"104154","2017-07-17"
"104156","2017-07-15"
"104157","2017-07-07"
"104160","2017-06-24"
"104172","2017-04-26"
"104183","2017-07-08"
"104185","2017-07-27"
"104189","2017-07-24"
"104199","2017-06-30"
"104210","2017-07-07"
"104215","2017-07-21"
"104222","2017-07-18"
"104226","2017-07-18"
"104241","2017-06-09"
"104251","2017-07-06"
"104254","2017-07-13"
"104260","2017-07-24"
"104263","2017-06-30"
"104268","2017-06-16"
"104279","2017-05-12"
"104286","2017-03-06"
"104301","2017-07-27"
"104308","2017-03-22"
"104309","2017-02-23"
"104329","2017-07-02"
"104341","2017-07-11"
"104352","2017-07-07"
"104368","2017-07-25"
"104373","2017-06-23"
"104374","2017-07-24"
"104382","2017-04-03"
"104396","2017-07-20"
"104398","2017-03-02"
"104402","2017-07-22"
"104411","2017-03-25"
"104412","2017-05-28"
"104416","2017-07-16"
"104426","2017-05-26"
"104441","2017-07-18"
"104443","2017-03-24"
"104447","2017-06-29"
"104460","2017-04-09"
"104464","2017-07-14"
"104467","2017-05-16"
"104470","2017-03-28"
"104478","2017-05-09"
"104485","2017-03-16"
"104489","2017-07-26"
"104506","2017-07-18"
"104510","2017-06-21"
"104519","2017-04-08"
"104522","2017-07-27"
"104524","2017-06-29"
"104531","2017-05-09"
"104533","2017-05-22"
"104534","2017-05-20"
"104536","2017-03-29"
"104548","2017-03-22"
"104557","2017-06-12"
"104558","2017-04-20"
"104569","2017-04-01"
"104577","2017-03-09"
"104588","2017-02-03"
"104610","2017-07-26"
"104614","2017-05-13"
"104623","2017-06-28"
"104639","2017-07-18"
"104641","2017-03-07"
"104649","2017-04-21"
"104662","2017-04-03"
"104663","2017-05-08"
"104671","2017-02-22"
"104679","2017-05-02"
"104687","2017-04-01"
"104700","2017-03-29"
"104740","2017-06-17"
"104750","2017-02-26"
"104751","2017-04-07"
"104782","2017-04-24"
"104807","2017-07-26"
"104819","2017-06-28"
"104828","2017-06-26"
"104830","2017-03-02"
"104831","2017-05-31"
"104832","2017-07-20"
"104850","2017-05-03"
"104854","2017-04-26"
"104858","2017-07-24"
"104873","2017-07-08"
"104874","2017-05-27"
"104875","2017-06-14"
"104899","2017-04-21"
"104905","2017-07-25"
"104920","2017-06-22"
"104927","2017-06-06"
"104928","2017-05-25"
"104935","2017-04-19"
"104950","2017-03-31"
"104965","2017-05-22"
"104980","2017-04-21"
"104981","2017-03-30"
"104990","2017-06-29"
"104999","2017-07-26"
"105011","2017-07-23"
"105020","2017-07-27"
"105037","2017-05-02"
"105040","2017-07-12"
"105048","2017-06-23"
"105055","2017-07-22"
"105056","2017-07-27"
"105059","2017-03-02"
"105062","2017-02-22"
"105073","2017-05-12"
"105077","2017-07-22"
"105099","2017-07-22"
"105105","2017-05-07"
"105107","2017-07-15"
"105114","2017-07-11"
"105126","2017-07-22"
"105128","2017-02-13"
"105142","2017-07-24"
"105153","2017-03-07"
"105160","2017-03-25"
"105162","2017-06-28"
"105191","2017-05-14"
"105196","2017-05-13"
"105198","2017-06-28"
"105208","2017-02-28"
"105233","2017-03-03"
"105257","2017-07-07"
"105267","2017-07-27"
"105273","2017-07-17"
"105282","2017-07-14"
"105283","2017-03-03"
"105287","2017-03-26"
"105294","2017-04-19"
"105298","2017-07-10"
"105300","2017-07-25"
"105311","2017-06-18"
"105316","2017-06-13"
"105324","2017-06-10"
"105346","2017-06-29"
"105372","2017-06-29"
"105376","2017-05-12"
"105381","2017-07-26"
"105383","2017-02-15"
"105387","2017-07-06"
"105390","2017-06-03"
"105405","2017-06-29"
"105432","2017-07-27"
"105441","2017-02-27"
"105444","2017-04-14"
"105448","2017-04-26"
"105456","2017-07-20"
"105464","2017-03-24"
"105466","2017-07-20"
"105496","2017-07-10"
"105529","2017-02-28"
"105545","2017-07-12"
"105552","2017-06-09"
"105553","2017-07-12"
"105555","2017-07-26"
"105557","2017-07-18"
"105559","2017-07-19"
"105561","2017-07-17"
"105569","2017-07-25"
"105585","2017-04-28"
"105591","2017-06-16"
"105604","2017-07-23"
"105609","2017-05-17"
"105611","2017-07-10"
"105613","2017-07-06"
"105615","2017-07-09"
"105616","2017-07-13"
"105622","2017-04-17"
"105623","2017-05-12"
"105630","2017-07-22"
"105639","2017-03-03"
"105643","2017-07-26"
"105646","2017-04-21"
"105647","2017-07-12"
"105650","2017-06-03"
"105651","2017-03-19"
"105654","2017-07-10"
"105656","2017-07-25"
"105669","2017-06-15"
"105673","2017-05-12"
"105675","2017-06-14"
"105680","2017-06-25"
"105684","2017-07-17"
"105689","2017-04-15"
"105702","2017-07-27"
"105710","2017-04-24"
"105728","2017-06-16"
"105733","2017-04-08"
"105734","2017-05-13"
"105739","2017-04-10"
"105760","2017-07-21"
"105761","2017-07-20"
"105766","2017-06-18"
"105772","2017-07-18"
"105773","2017-07-21"
"105782","2017-04-21"
"105785","2017-03-15"
"105787","2017-06-28"
"105790","2017-07-18"
"105793","2017-06-14"
"105794","2017-03-20"
"105795","2017-03-24"
"105796","2017-03-21"
"105799","2017-04-05"
"105802","2017-03-25"
"105804","2017-07-17"
"105811","2017-07-26"
"105820","2017-07-07"
"105825","2017-06-09"
"105830","2017-06-06"
"105836","2017-05-25"
"105837","2017-07-21"
"105846","2017-06-10"
"105855","2017-03-14"
"105856","2017-05-22"
"105857","2017-04-06"
"105860","2017-06-08"
"105865","2017-07-15"
"105881","2017-05-14"
"105885","2017-03-22"
"105888","2017-06-17"
"105889","2017-06-27"
"105895","2017-03-24"
"105898","2017-06-15"
"105903","2017-07-06"
"105907","2017-05-03"
"105910","2017-03-22"
"105914","2017-07-02"
"105920","2017-07-12"
"105936","2017-07-08"
"105948","2017-03-23"
"105957","2017-07-05"
"105965","2017-04-01"
"105976","2017-07-08"
"105977","2017-06-10"
"105984","2017-07-18"
"105997","2017-07-17"
"106003","2017-07-27"
"106013","2017-03-17"
"106019","2017-03-05"
"106021","2017-03-10"
"106024","2017-04-26"
"106026","2017-06-29"
"106027","2017-06-30"
"106035","2017-02-12"
"106036","2017-02-12"
"106043","2017-07-18"
"106050","2017-06-29"
"106054","2017-04-18"
"106057","2017-07-10"
"106066","2017-03-05"
"106070","2017-07-17"
"106073","2017-07-19"
"106092","2017-07-21"
"106095","2017-03-15"
"106099","2017-07-25"
"106106","2017-07-23"
"106112","2017-04-16"
"106131","2017-07-02"
"106140","2017-07-24"
"106161","2017-07-06"
"106179","2017-07-07"
"106206","2017-07-08"
"106209","2017-04-22"
"106214","2017-05-21"
"106220","2017-05-21"
"106232","2017-07-21"
"106235","2017-03-02"
"106253","2017-07-03"
"106256","2017-07-04"
"106262","2017-05-25"
"106264","2017-07-11"
"106267","2017-07-21"
"106291","2017-07-15"
"106292","2017-07-06"
"106293","2017-06-08"
"106298","2017-03-09"
"106299","2017-04-27"
"106300","2017-06-30"
"106301","2017-04-20"
"106304","2017-04-27"
"106307","2017-04-22"
"106311","2017-04-28"
"106320","2017-04-22"
"106323","2017-06-30"
"106348","2017-03-13"
"106359","2017-07-14"
"106373","2017-07-08"
"106375","2017-03-24"
"106393","2017-03-24"
"106412","2017-07-22"
"106414","2017-06-13"
"106416","2017-06-29"
"106440","2017-07-17"
"106443","2017-03-15"
"106453","2017-06-10"
"106458","2017-07-23"
"106471","2017-04-08"
"106478","2017-02-26"
"106482","2017-03-08"
"106496","2017-03-01"
"106513","2017-07-07"
"106523","2017-05-23"
"106536","2017-07-03"
"106539","2017-07-03"
"106547","2017-04-20"
"106560","2017-04-26"
"106571","2017-07-04"
"106572","2017-07-06"
"106573","2017-05-06"
"106576","2017-02-20"
"106583","2017-04-02"
"106599","2017-05-25"
"106607","2017-07-07"
"106608","2017-03-23"
"106613","2017-07-21"
"106616","2017-05-27"
"106621","2017-03-07"
"106622","2017-07-18"
"106626","2017-07-11"
"106630","2017-07-27"
"106644","2017-05-14"
"106646","2017-03-12"
"106648","2017-02-21"
"106659","2017-03-14"
"106673","2017-03-17"
"106678","2017-05-26"
"106711","2017-03-10"
"106712","2017-03-11"
"106714","2017-04-26"
"106725","2017-07-18"
"106733","2017-05-07"
"106734","2017-06-29"
"106738","2017-02-18"
"106747","2017-07-27"
"106756","2017-07-11"
"106761","2017-07-11"
"106766","2017-07-18"
"106768","2017-07-21"
"106787","2017-07-08"
"106797","2017-05-27"
"106810","2017-07-18"
"106837","2017-06-24"
"106845","2017-07-25"
"106850","2017-07-11"
"106853","2017-06-18"
"106868","2017-03-07"
"106870","2017-07-22"
"106875","2017-06-29"
"106883","2017-04-15"
"106901","2017-07-06"
"106904","2017-05-04"
"106911","2017-07-10"
"106912","2017-04-20"
"106924","2017-04-04"
"106925","2017-02-17"
"106927","2017-07-07"
"106941","2017-02-19"
"106944","2017-07-17"
"106950","2017-07-27"
"106960","2017-06-09"
"106961","2017-04-13"
"106965","2017-06-27"
"106974","2017-07-27"
"106979","2017-06-28"
"106983","2017-03-17"
"106990","2017-05-22"
"106996","2017-07-03"
"106999","2017-07-01"
"107003","2017-05-25"
"107006","2017-04-19"
"107009","2017-07-20"
"107010","2017-05-01"
"107018","2017-06-25"
"107027","2017-03-03"
"107030","2017-04-04"
"107033","2017-07-17"
"107035","2017-06-25"
"107037","2017-06-22"
"107040","2017-06-06"
"107047","2017-07-21"
"107050","2017-07-21"
"107058","2017-06-27"
"107068","2017-07-12"
"107070","2017-07-08"
"107071","2017-07-27"
"107084","2017-06-17"
"107085","2017-02-20"
"107096","2017-02-12"
"107098","2017-07-13"
"107102","2017-05-12"
"107113","2017-07-19"
"107121","2017-03-11"
"107132","2017-07-25"
"107139","2017-07-26"
"107144","2017-03-08"
"107155","2017-02-21"
"107163","2017-06-29"
"107165","2017-07-06"
"107167","2017-03-26"
"107171","2017-07-19"
"107173","2017-02-21"
"107174","2017-05-02"
"107178","2017-07-07"
"107180","2017-06-08"
"107193","2017-05-03"
"107210","2017-07-12"
"107217","2017-07-08"
"107234","2017-04-25"
"107241","2017-07-11"
"107255","2017-07-10"
"107256","2017-07-03"
"107261","2017-06-16"
"107273","2017-05-27"
"107277","2017-07-26"
"107283","2017-04-16"
"107290","2017-07-17"
"107293","2017-02-14"
"107294","2017-07-01"
"107300","2017-07-23"
"107316","2017-07-06"
"107319","2017-05-26"
"107325","2017-06-06"
"107332","2017-07-15"
"107333","2017-06-28"
"107339","2017-03-17"
"107346","2017-07-27"
"107353","2017-06-29"
"107354","2017-07-27"
"107355","2017-02-19"
"107364","2017-07-26"
"107410","2017-02-23"
"107422","2017-04-20"
"107428","2017-04-04"
"107429","2017-07-19"
"107431","2017-07-17"
"107450","2017-04-22"
"107457","2017-07-13"
"107468","2017-07-17"
"107477","2017-07-22"
"107481","2017-07-18"
"107502","2017-05-27"
"107514","2017-07-18"
"107515","2017-03-22"
"107540","2017-07-25"
"107542","2017-03-25"
"107543","2017-06-18"
"107544","2017-06-08"
"107545","2017-07-22"
"107548","2017-07-15"
"107550","2017-07-23"
"107560","2017-04-25"
"107567","2017-05-20"
"107571","2017-03-27"
"107580","2017-02-12"
"107589","2017-07-17"
"107604","2017-05-27"
"107614","2017-06-23"
"107642","2017-04-20"
"107646","2017-04-17"
"107647","2017-07-04"
"107672","2017-07-11"
"107683","2017-06-30"
"107696","2017-07-21"
"107711","2017-07-20"
"107717","2017-07-11"
"107719","2017-06-15"
"107721","2017-06-22"
"107734","2017-05-13"
"107739","2017-07-21"
"107767","2017-06-18"
"107816","2017-07-18"
"107831","2017-07-08"
"107834","2017-02-14"
"107880","2017-02-23"
"107882","2017-02-07"
"107885","2017-07-26"
"107891","2017-05-17"
"107898","2017-06-13"
"107900","2017-07-17"
"107908","2017-05-12"
"107915","2017-06-10"
"107926","2017-06-22"
"107937","2017-06-20"
"107941","2017-04-01"
"107946","2017-03-14"
"107964","2017-04-19"
"107983","2017-07-11"
"107989","2017-04-04"
"107991","2017-05-16"
"108026","2017-05-09"
"108038","2017-04-13"
"108039","2017-06-28"
"108043","2017-04-04"
"108055","2017-05-23"
"108066","2017-07-17"
"108070","2017-05-16"
"108072","2017-03-11"
"108109","2017-06-16"
"108116","2017-02-14"
"108122","2017-05-20"
"108128","2017-06-30"
"108130","2017-07-04"
"108133","2017-05-21"
"108153","2017-07-28"
"108164","2017-06-29"
"108195","2017-06-05"
"108201","2017-06-16"
"108202","2017-07-06"
"108203","2017-04-09"
"108205","2017-06-16"
"108230","2017-04-12"
"108234","2017-04-14"
"108244","2017-07-02"
"108268","2017-07-24"
"108269","2017-06-03"
"108294","2017-05-17"
"108310","2017-05-21"
"108328","2017-07-10"
"108329","2017-03-03"
"108344","2017-02-21"
"108349","2017-07-23"
"108353","2017-04-23"
"108360","2017-04-20"
"108369","2017-06-30"
"108382","2017-07-17"
"108384","2017-07-24"
"108394","2017-06-22"
"108400","2017-04-14"
"108403","2017-06-25"
"108406","2017-04-20"
"108412","2017-07-16"
"108419","2017-07-25"
"108423","2017-06-02"
"108429","2017-04-30"
"108440","2017-06-29"
"108475","2017-06-29"
"108477","2017-07-27"
"108493","2017-07-05"
"108497","2017-03-18"
"108504","2017-04-17"
"108534","2017-05-27"
"108537","2017-07-23"
"108553","2017-03-22"
"108556","2017-07-12"
"108557","2017-07-28"
"108564","2017-07-08"
"108584","2017-06-09"
"108605","2017-05-28"
"108606","2017-03-26"
"108612","2017-05-14"
"108617","2017-07-17"
"108627","2017-07-25"
"108639","2017-05-13"
"108641","2017-06-16"
"108646","2017-05-13"
"108647","2017-06-28"
"108653","2017-03-26"
"108663","2017-03-29"
"108674","2017-05-13"
"108686","2017-07-15"
"108689","2017-02-26"
"108694","2017-06-27"
"108705","2017-07-01"
"108706","2017-04-07"
"108735","2017-02-18"
"108746","2017-06-14"
"108768","2017-07-11"
"108781","2017-07-18"
"108796","2017-06-23"
"108821","2017-04-21"
"108822","2017-06-18"
"108834","2017-05-18"
"108835","2017-05-25"
"108838","2017-07-11"
"108839","2017-05-16"
"108870","2017-06-18"
"108874","2017-07-21"
"108888","2017-04-16"
"108889","2017-07-14"
"108896","2017-05-22"
"108918","2017-04-12"
"108919","2017-05-18"
"108941","2017-07-17"
"108945","2017-04-23"
"108949","2017-04-21"
"108955","2017-06-27"
"108961","2017-07-07"
"108993","2017-06-08"
"108998","2017-04-12"
"109016","2017-07-22"
"109021","2017-03-31"
"109023","2017-06-30"
"109031","2017-03-08"
"109032","2017-07-03"
"109034","2017-07-27"
"109038","2017-07-08"
"109044","2017-05-21"
"109045","2017-07-21"
"109053","2017-06-29"
"109055","2017-06-28"
"109062","2017-07-17"
"109069","2017-02-21"
"109072","2017-07-26"
"109113","2017-02-21"
"109135","2017-07-28"
"109138","2017-07-26"
"109143","2017-07-06"
"109153","2017-07-19"
"109169","2017-07-03"
"109187","2017-07-23"
"109189","2017-04-19"
"109192","2017-04-01"
"109201","2017-04-25"
"109204","2017-06-20"
"109224","2017-04-11"
"109228","2017-07-18"
"109229","2017-06-14"
"109230","2017-07-25"
"109236","2017-03-11"
"109243","2017-07-02"
"109248","2017-04-08"
"109252","2017-07-08"
"109255","2017-05-17"
"109258","2017-07-14"
"109259","2017-04-25"
"109268","2017-06-26"
"109272","2017-07-17"
"109273","2017-07-18"
"109276","2017-05-19"
"109282","2017-02-12"
"109292","2017-03-15"
"109304","2017-07-13"
"109323","2017-07-15"
"109335","2017-07-09"
"109343","2017-07-12"
"109349","2017-04-08"
"109353","2017-05-20"
"109354","2017-04-18"
"109357","2017-04-19"
"109378","2017-07-28"
"109382","2017-06-15"
"109390","2017-07-21"
"109392","2017-04-04"
"109455","2017-07-25"
"109462","2017-07-24"
"109464","2017-07-26"
"109472","2017-02-08"
"109477","2017-04-09"
"109494","2017-05-03"
"109502","2017-07-25"
"109504","2017-07-12"
"109508","2017-07-18"
"109516","2017-06-22"
"109529","2017-04-22"
"109538","2017-07-23"
"109539","2017-06-25"
"109541","2017-04-25"
"109560","2017-07-17"
"109561","2017-03-16"
"109570","2017-03-08"
"109572","2017-04-19"
"109584","2017-06-24"
"109587","2017-05-14"
"109603","2017-07-13"
"109607","2017-05-20"
"109609","2017-05-22"
"109610","2017-05-17"
"109612","2017-05-12"
"109614","2017-05-09"
"109620","2017-03-03"
"109631","2017-07-12"
"109638","2017-07-14"
"109663","2017-07-09"
"109668","2017-07-03"
"109681","2017-07-17"
"109682","2017-07-12"
"109693","2017-07-12"
"109694","2017-05-17"
"109695","2017-04-19"
"109700","2017-03-05"
"109717","2017-04-25"
"109720","2017-05-25"
"109723","2017-07-10"
"109724","2017-07-22"
"109727","2017-07-18"
"109733","2017-05-20"
"109745","2017-04-14"
"109766","2017-07-20"
"109771","2017-03-26"
"109774","2017-06-27"
"109782","2017-04-07"
"109790","2017-05-20"
"109800","2017-05-05"
"109804","2017-06-24"
"109810","2017-03-12"
"109811","2017-02-21"
"109813","2017-07-26"
"109815","2017-03-24"
"109818","2017-04-17"
"109825","2017-07-26"
"109826","2017-07-02"
"109827","2017-07-17"
"109828","2017-07-12"
"109835","2017-07-17"
"109842","2017-07-05"
"109871","2017-03-02"
"109874","2017-07-24"
"109887","2017-02-24"
"109888","2017-02-17"
"109889","2017-06-29"
"109899","2017-06-28"
"109906","2017-07-25"
"109908","2017-07-24"
"109922","2017-06-29"
"109927","2017-06-09"
"109939","2017-07-06"
"109941","2017-03-21"
"109948","2017-05-07"
"109952","2017-07-12"
"109959","2017-05-04"
"109981","2017-02-27"
"110009","2017-07-17"
"110012","2017-05-28"
"110020","2017-07-27"
"110024","2017-07-26"
"110033","2017-07-03"
"110037","2017-05-09"
"110039","2017-03-25"
"110068","2017-06-29"
"110084","2017-06-22"
"110089","2017-07-13"
"110101","2017-04-07"
"110103","2017-06-29"
"110112","2017-05-14"
"110117","2017-06-09"
"110123","2017-07-18"
"110124","2017-07-20"
"110127","2017-02-12"
"110141","2017-06-28"
"110143","2017-07-24"
"110161","2017-07-07"
"110166","2017-07-17"
"110173","2017-03-21"
"110175","2017-07-06"
"110192","2017-03-30"
"110199","2017-06-09"
"110200","2017-07-02"
"110203","2017-04-15"
"110209","2017-06-27"
"110216","2017-07-06"
"110219","2017-07-23"
"110221","2017-07-25"
"110243","2017-07-07"
"110258","2017-06-01"
"110259","2017-07-04"
"110263","2017-07-22"
"110289","2017-06-14"
"110290","2017-06-30"
"110291","2017-05-29"
"110294","2017-04-29"
"110305","2017-03-08"
"110323","2017-06-03"
"110334","2017-05-02"
"110350","2017-02-07"
"110360","2017-04-15"
"110371","2017-06-24"
"110373","2017-07-25"
"110380","2017-07-18"
"110386","2017-06-27"
"110389","2017-07-20"
"110392","2017-05-03"
"110394","2017-06-30"
"110400","2017-06-19"
"110409","2017-02-14"
"110412","2017-07-05"
"110416","2017-07-13"
"110418","2017-07-06"
"110419","2017-07-17"
"110433","2017-07-18"
"110434","2017-06-17"
"110440","2017-03-14"
"110443","2017-07-18"
"110448","2017-03-14"
"110462","2017-06-29"
"110466","2017-07-17"
"110470","2017-06-08"
"110472","2017-03-11"
"110494","2017-04-20"
"110497","2017-07-12"
"110501","2017-06-29"
"110503","2017-04-21"
"110506","2017-07-08"
"110511","2017-05-27"
"110514","2017-04-26"
"110520","2017-03-18"
"110531","2017-06-25"
"110534","2017-07-04"
"110538","2017-03-12"
"110546","2017-07-26"
"110550","2017-07-09"
"110552","2017-07-20"
"110553","2017-04-16"
"110555","2017-06-04"
"110556","2017-06-29"
"110576","2017-04-14"
"110588","2017-06-09"
"110589","2017-03-10"
"110590","2017-07-19"
"110598","2017-07-06"
"110615","2017-07-06"
"110619","2017-03-10"
"110621","2017-07-15"
"110624","2017-07-07"
"110625","2017-03-22"
"110635","2017-07-24"
"110641","2017-05-13"
"110649","2017-06-09"
"110650","2017-06-19"
"110654","2017-04-19"
"110657","2017-03-07"
"110658","2017-02-06"
"110660","2017-03-19"
"110661","2017-07-27"
"110667","2017-07-13"
"110672","2017-04-16"
"110676","2017-07-13"
"110690","2017-07-14"
"110692","2017-03-11"
"110698","2017-04-16"
"110700","2017-06-16"
"110706","2017-06-27"
"110709","2017-06-28"
"110710","2017-03-31"
"110714","2017-07-19"
"110715","2017-07-11"
"110719","2017-06-24"
"110720","2017-07-11"
"110724","2017-05-19"
"110729","2017-04-18"
"110734","2017-02-17"
"110735","2017-02-13"
"110742","2017-07-19"
"110749","2017-07-25"
"110756","2017-03-23"
"110759","2017-06-22"
"110766","2017-05-25"
"110771","2017-05-30"
"110775","2017-05-07"
"110777","2017-07-24"
"110785","2017-07-12"
"110788","2017-07-12"
"110796","2017-05-13"
"110801","2017-07-23"
"110807","2017-07-11"
"110808","2017-07-10"
"110813","2017-07-10"
"110824","2017-07-14"
"110826","2017-07-17"
"110828","2017-07-24"
"110830","2017-02-21"
"110840","2017-05-20"
"110845","2017-06-24"
"110848","2017-05-28"
"110860","2017-07-18"
"110877","2017-07-21"
"110878","2017-07-26"
"110882","2017-07-18"
"110887","2017-07-07"
"110895","2017-04-01"
"110896","2017-06-19"
"110899","2017-04-10"
"110903","2017-03-22"
"110904","2017-07-12"
"110920","2017-06-22"
"110922","2017-03-11"
"110930","2017-05-15"
"110932","2017-07-17"
"110936","2017-06-17"
"110948","2017-02-19"
"110951","2017-02-20"
"110957","2017-03-11"
"110962","2017-07-21"
"110967","2017-03-10"
"110971","2017-03-25"
"110980","2017-03-20"
"110990","2017-05-12"
"111003","2017-06-09"
"111015","2017-05-14"
"111039","2017-07-11"
"111040","2017-05-25"
"111055","2017-04-06"
"111063","2017-04-25"
"111074","2017-06-19"
"111077","2017-03-07"
"111088","2017-03-08"
"111103","2017-03-02"
"111111","2017-07-21"
"111112","2017-04-18"
"111127","2017-03-25"
"111130","2017-03-24"
"111138","2017-07-20"
"111142","2017-03-01"
"111159","2017-06-02"
"111174","2017-04-22"
"111187","2017-07-16"
"111196","2017-03-29"
"111227","2017-04-24"
"111234","2017-06-18"
"111240","2017-06-26"
"111251","2017-03-27"
"111254","2017-06-29"
"111267","2017-06-10"
"111275","2017-04-26"
"111277","2017-02-12"
"111282","2017-06-23"
"111300","2017-07-07"
"111304","2017-07-04"
"111308","2017-04-20"
"111312","2017-04-14"
"111322","2017-07-11"
"111325","2017-03-30"
"111336","2017-04-23"
"111371","2017-07-17"
"111380","2017-07-18"
"111387","2017-03-30"
"111390","2017-07-23"
"111401","2017-07-24"
"111403","2017-05-22"
"111414","2017-05-09"
"111425","2017-03-28"
"111430","2017-06-05"
"111431","2017-04-10"
"111462","2017-07-24"
"111464","2017-06-03"
"111483","2017-02-21"
"111488","2017-05-29"
"111489","2017-04-07"
"111490","2017-06-08"
"111491","2017-06-14"
"111493","2017-07-18"
"111500","2017-05-09"
"111508","2017-02-28"
"111518","2017-03-28"
"111520","2017-06-29"
"111526","2017-02-07"
"111534","2017-07-21"
"111536","2017-06-27"
"111539","2017-02-10"
"111549","2017-07-17"
"111553","2017-06-18"
"111569","2017-03-06"
